OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10
189,VT094,1,KEARSARGE,NH0031,8,3,B,457.2,0.5,0.5,STV-SIL-SIL-UWB,101.6,1.1,0.11,5.4,0,13,56.26,30.74,40,0.23,0.28,0,431.8,1.35,0.15,8.8,0,11,56.46,32.54,12.32,0.23,0.37,0,457.2,2.5,0.01,600,0,5,25,70,98,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,VT094,4,CARDIGAN,NH0033,8,4,B,787.4,0.5,0.5,STV-SIL-SIL-SIL-UWB,101.6,1.1,0.11,5.4,0,13,56.26,30.74,40,0.23,0.28,0,558.8,1.3,0.15,6,0,13,56.26,30.74,11.92,0.23,0.37,0,762,1.6,0.14,7.9,0,10,57.09,32.91,19.59,0.23,0.37,0,787.4,2.5,0.01,140,0,5,25,70,98,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,VT094,8,DUTCHESS,VT0052,5,3,B,1651,0.5,0.5,SIL-SIL-CNV-FSL,101.6,1.1,0.19,54,3.2,7,58.99,34.01,6.55,0.01,0.32,0,660.4,1.4,0.14,28,0.29,7,58.99,34.01,19.91,0.13,0.37,0,1651,1.5,0.09,140,0.29,7,27.33,65.67,33.31,0.13,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,VT094,9,STISSING,MA0050,5,3,C,1524,0.5,0.5,STV-SIL-CN--SIL-CN--SIL,228.6,1.05,0.11,19,0,7,58.99,34.01,40,0.23,0.2,0,406.4,1.35,0.14,21,0,7,58.99,34.01,18.36,0.23,0.37,0,1524,1.8,0.12,16,0,6.5,59.31,34.19,31.06,0.23,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,VT094,10,WARWICK,MA0059,5,3,A,1651,0.5,0.5,FSL-SY--FSL-LS,203.2,1.15,0.15,220,1.74,5.5,34.3,60.2,14.63,0.01,0.24,0,762,1.3,0.1,120,0.58,5.5,34.3,60.2,34.19,0.08,0.24,0,1651,1.4,0.09,500,0.19,1.5,16.52,81.98,10,0.16,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,VT094,17,BERNARDSTON,MA0010,3,3,C,1651,0.5,0.5,STV-SIL-CN--SIL-CN--SIL,152.4,1.1,0.12,24,2.03,7,58.99,34.01,40,0.01,0.2,0,508,1.38,0.14,22,0.68,7,58.99,34.01,20.72,0.06,0.37,0,1651,1.83,0.12,17,0.23,6.5,59.31,34.19,27.81,0.15,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,VT095,2,SKERRY,NH0004,9,3,C,1651,0.5,0.5,STV-FSL-GR--FSL-GR--LS,101.6,0.95,0.09,250,0,4,34.85,61.15,40,0.23,0.2,0,635,1.45,0.12,240,0,4.5,34.67,60.83,19.18,0.23,0.28,0,1651,1.67,0.07,350,0,3,16.2,80.8,30,0.23,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,VT095,3,SUCCESS,NH0052,9,4,A,1651,0.5,0.5,STV-SL-LS-S-S,177.8,0.8,0.16,700,9.88,3.5,31.01,65.49,40,0.01,0.17,0,482.6,1.1,0.17,350,3.29,6.5,9.12,84.38,10,0.01,0.2,0,1066.8,1.58,0.04,290,1.1,4,1.49,94.51,53.08,0.03,0.1,0,1651,1.35,0.03,350,0.37,3,1.51,95.49,46.65,0.11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,VT095,10,PERU,NH0014,5,3,C,1651,0.5,0.5,STV-FSL-FSL-FSL,152.4,0.9,0.08,150,0,6.5,27.48,66.03,40,0.23,0.2,0,558.8,1.45,0.11,160,0,6.5,27.48,66.03,19.45,0.23,0.32,0,1651,1.83,0.1,120,0,6.5,27.48,66.03,23.31,0.23,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,VT095,14,WAUMBEK,NH0016,3,3,B,1651,0.5,0.5,STV-FSL-GRV-LFS-CB--COS,254,0.95,0.09,300,0,3,35.21,61.79,40,0.23,0.17,0,660.4,1.1,0.07,400,0,3,16.7,80.3,23.11,0.23,0.17,0,1651,1.67,0.02,450,0,1.5,6.49,92.01,57.89,0.23,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,VT096,8,PILLSBURY,NH0038,5,3,C,1651,0.5,0.5,STV-L-FSL-FSL,127,1.15,0.09,46,0,7.5,45.18,47.32,40,0.23,0.24,0,558.8,1.4,0.11,160,0,6,34.12,59.88,18.91,0.23,0.32,0,1651,1.9,0.1,110,0,6,34.12,59.88,24.04,0.23,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,VT096,9,ROCK OUTCROP,DC0015,5,1,D,1524,0.5,0.5,UWB,1524,2.5,0.01,180,0,5,25,70,98,0.23,0.01,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,VT096,11,BECKET,NH0002,5,3,C,1651,0.5,0.5,STV-FSL-FSL-SL,50.8,0.95,0.09,250,0,4,34.85,61.15,40,0.23,0.17,0,787.4,1.45,0.11,180,0,4.5,34.67,60.83,19.18,0.23,0.28,0,1651,1.67,0.12,300,0,3,31.12,65.88,10,0.23,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,VTW,7,WATER,DC0038,3,1,D,25.39,0.5,0.5,,25.4,1.72,0,260,0,0,0,0,0,0.23,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,VTPIT,10,PITS,NY0029,4,4,A,1828.8,0.5,0.5,GR--LS-GRV-S-GRV-S-CBV-S,203.2,1.25,0.12,650,2.33,3,16.2,80.8,30,0.01,0.15,0,228.6,1.3,0.04,700,0.73,3.5,1.5,95,38.92,0.06,0.24,0,558.8,1.4,0.03,850,0.15,2.5,1.52,95.98,40.69,0.17,0.15,0,1828.8,1.55,0.01,400,0.05,1.5,1.53,96.97,65.69,0.21,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,VT060,4,ZZZCab,VT0014,8,3,D,1651,0.5,0.5,STV-SIL-GR--SL-GRV-SL,203.2,0.9,0.13,24,4.65,8.5,58.04,33.46,40,0.01,0.28,0,355.6,1.5,0.13,260,1.55,5.5,30.58,63.92,22.58,0.01,0.28,0,1651,1.8,0.5,120,0.52,6.5,30.37,63.13,27.65,0.09,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Thur,0,Buntgley,,0,4,C,1600,0.89,0,LFS-LFS-SCL,250,1.2,0.28,36,4,34.1,34.7,31.2,1,0.12,0.17,1,600,1.3,0.24,6,2.2,32.4,35.5,32.1,1.4,0.12,0.17,0,900,1.2,0.26,1.4,3.4,29.6,36,34.4,2.8,0.12,0.24,0,1600,1.5,0.26,35,4.9,25.1,39.2,35.7,2.1,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Thur,0,Kalkbraunerde,,0,4,C,1400,0.89,0,LFS-LFS-SCL,250,1.2,0.25,30.5,2.4,25.5,31.2,43.3,2.9,0.12,0.35,0,600,1.5,0.21,8,0.6,20,31,49,4.8,0.13,0.17,0,900,1.6,0.12,0.04,0.4,18.7,30.1,51.2,6,0.12,0.24,0,1400,1.6,0.1,0.04,0.15,17.8,31.5,50.7,5.3,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Thur,0,Braunerde,,0,4,C,1700,0.89,0,LFS-LFS-SCL,250,1.3,0.13,35,2.2,26.7,31.7,41.6,2.2,0.12,0.3,1,600,1.5,0.14,22.6,0.7,27,31.2,41.8,2.7,0.17,0.17,0,900,1.5,0.14,8.6,0.2,26.6,32.4,41,3.9,0.17,0.24,0,1700,1.4,0.11,0.17,0.2,25.2,31.3,43.5,4.2,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Thur,0,Regosol,,0,4,C,1200,0.89,0,LFS-LFS-SCL,250,1.7,0.26,69,2.4,24,30,46,3.7,0.12,0.35,1,600,1.7,0.13,24.9,0.8,13.9,31,55.1,7.1,0.12,0.17,0,900,1.7,0.09,8.1,0.05,10.5,25.8,63.7,10.9,0.12,0.24,0,1200,1.7,0.24,306,4.1,14.2,28.8,57,1.41,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Thur,0,Pseudogley,,0,4,C,1620,0.89,0,,250,1.2,0.28,2.1,2.7,34.2,36.8,29,1.2,0.13,0.35,0,600,1.4,0.18,0.7,0.9,39.2,37.4,23.4,1.2,0.12,0.35,0,900,1.5,0.14,0.2,0.2,37.2,32.5,30.3,2.8,0.12,0.35,0,1620,1.8,0.13,0.3,0.2,36,41,23,3.5,0.12,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Thur,0,Parabraunerde,,0,4,C,1500,0.89,0,,250,1.4,0.21,46.5,2.2,22,33,45,2.7,0.12,0.35,0,600,1.4,0.14,11.4,0.8,20.7,30.6,48.7,3.2,0.12,0.35,0,900,1.6,0.11,4.6,0.3,22.8,30,47.2,4.6,0.12,0.35,0,1500,1.5,0.12,8.4,0.3,18.4,28.2,53.4,5.8,0.12,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Thur,0,Fahlgley,,0,4,C,1200,0.89,0,LFS-LFS-SCL,250,1.1,0.5,30.5,7,32.4,39.4,28.2,0.7,0.12,0.17,1,600,1.1,0.28,20,3.1,33.4,37.1,29.5,1.4,0.13,0.17,0,900,1.1,0.27,1,5,24.3,40.3,35.4,1.8,0.12,0.24,0,1200,1.1,0.5,1.2,2.7,29.2,37,33.8,1.7,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Thur,0,Halbmoor,,0,4,C,1400,0.89,0,LFS-LFS-SCL,250,1.1,0.28,27,10,28,37,35,0.2,0.13,0.35,0,600,1.1,0.29,18.7,10,31.5,36,32.5,0.5,0.12,0.17,0,900,1.1,0.27,11,10,22.9,41.2,35.9,0.7,0.12,0.24,0,1400,1.2,0.29,1,10,30.7,37.6,31.7,0,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Thur,0,Siedlung,,0,1,A,2032,0.89,0,LFS-LFS-SCL,2032,1.8,1.30E-03,6.00E-03,0.73,7.5,6.61,85.89,1.38,0.12,0.17,1,685.8,1.48,0.11,126,0.15,7.5,6.61,85.89,1.41,0.17,0.17,0,1397,1.48,0.15,11.4,0.15,24,17.7,58.3,1.41,0.17,0.24,0,2032,1.48,0.15,9.6,0.15,25,18.02,56.98,1.41,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Thur,0,Seen,,0,1,A,2032,0.89,0,LFS-LFS-SCL,2032,1.1,1,1000,0.05,7.5,6.61,85.89,1.38,0.12,0.17,1,685.8,1.48,0.11,126,0.15,7.5,6.61,85.89,1.41,0.17,0.17,0,1397,1.48,0.15,11.4,0.15,24,17.7,58.3,1.41,0.17,0.24,0,2032,1.48,0.15,9.6,0.15,25,18.02,56.98,1.41,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Thur,0,DrumlinlandschL3,,0,3,B,900,0.89,0,LFS-LFS-SCL,250,1.1,0.15,76,5,21.7,27.3,51,3.8,0.12,0.17,0,600,1.4,0.14,96,1.5,9,23,68,12,0.17,0.17,0,900,1.5,0.13,14,1,10,50,40,10,0.17,0.24,0,2032,1.48,0.15,9.6,0.15,25,18.02,56.98,1.41,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Thur,0,DrumlinlandschL4,,0,3,B,900,0.89,0,LFS-LFS-SCL,250,1.1,0.15,76,5,21.7,27.3,51,4,0.12,0.17,0,600,1.4,0.14,96.8,5,9,23,68,10,0.12,0.17,0,900,1.5,0.13,14,2,10,50,40,10,0.12,0.24,0,2032,1.48,0.15,9.6,0.15,25,18.02,56.98,1.41,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Thur,0,Hoeher-Molasse2,,0,3,D,900,0.89,0,LFS-LFS-SCL,250,1.1,0.29,0.06,5,15,47,38,4,0.12,0.17,1,600,1.4,0.15,0.06,2,19,50,31,12,0.12,0.17,0,900,1.5,0.13,0.06,2,19,50,31,16,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Thur,0,Hoeher-Molasse3,,0,3,B,900,0.89,0,LFS-LFS-SCL,250,1.1,0.29,200,4,18,46,36,1,0.12,0.17,1,600,1.4,0.16,11.9,1,20,50,30,12,0.17,0.17,0,900,1.5,0.13,0.06,1,18,51,31,15,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Thur,0,Tief-Mola-MoraH2,,0,3,B,1200,0.89,0,LFS-LFS-SCL,250,1.1,0.15,76.5,3.8,21.7,27.3,51,3.8,0.12,0.17,1,600,1.4,0.14,96.8,1.5,9,23,68,12.1,0.12,0.17,0,1200,1.7,0.07,36.1,0.05,5.5,17.5,77,15.9,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Thur,0,Tief-Mola-MoraH1,,0,3,B,1200,0.89,0,LFS-LFS-SCL,250,1.1,0.15,76.5,3.8,21.7,27.3,51,3.8,0.12,0.17,1,600,1.4,0.14,96.8,1.5,9,23,68,12.1,0.13,0.17,0,1200,1.7,0.07,36.1,0.05,5.5,17.5,77,15.9,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Thur,0,Tief-Mola-MoraH3,,0,3,B,900,0.89,0,LFS-LFS-SCL,250,1.1,0.15,76.5,3.8,21.7,27.3,51,3.8,0.12,0.17,1,600,1.4,0.14,96.8,1.5,9,23,68,12.1,0.12,0.17,0,900,1.7,0.07,36.1,0.05,5.5,17.5,77,15.9,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Thur,0,Tief-Mola-MoraH4,,0,3,B,900,0.89,0,LFS-LFS-SCL,250,1.1,0.15,76.5,4,22,27,51,3.8,0.12,0.17,1,600,1.4,0.14,96.8,1.5,9,23,68,12.1,0.12,0.17,0,900,1.7,0.07,36.1,0.05,5.5,17.5,77,15.9,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Thur,0,Auffuellung,,0,3,A,1100,0.89,0,LFS-LFS-SCL,250,1.1,0.24,53.1,2.6,25.7,31.1,43.2,3.7,0.12,0.17,1,600,1.2,0.13,5.1,0.6,27.7,30.2,42.1,6.1,0.12,0.17,0,1100,1.2,0.15,3.6,0.3,28.9,37.8,33.3,4.7,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Thur,0,Braunerde-Gley,,0,4,C,1600,0.89,0,LFS-LFS-SCL,250,1.4,0.27,0.27,2.9,29.6,33,37.4,1.4,0.12,0.17,1,600,1.4,0.26,4,1.2,30,33.4,36.6,1.7,0.12,0.35,0,900,1.2,0.16,0.05,1.2,28.7,34.5,36.8,2.5,0.12,0.24,0,1600,1.2,0.26,0.05,3,27.2,34.4,38.4,1.9,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Thur,0,Leicht-Moraen-G1,,0,3,B,900,0.89,0,LFS-LFS-SCL,250,1.1,0.29,281.4,4.7,18,46,36,0.3,0.12,0.17,1,600,1.2,0.16,11.9,0.6,20,50,30,1,0.12,0.17,0,900,1.5,0.13,14.1,0.05,18,51,31,1,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Thur,0,Leicht-Moraen-G2,,0,3,B,1200,0.89,0,LFS-LFS-SCL,250,1.1,0.29,280,4.7,18,46,36,1,0.12,0.17,1,600,1.2,0.16,12,0.6,20,50,30,1,0.12,0.17,0,1200,1.5,0.13,14.2,0.05,18,51,31,1,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
